10	2.0	0.528409	0.195431
20	2.0	0.530801	0.204315
30	2.0	0.533493	0.208122
40	2.0	0.537081	0.201777
50	2.0	0.538577	0.210025
60	2.0	0.541567	0.22335
70	2.0	0.543959	0.228426
80	2.0	0.544258	0.239213
90	2.0	0.551435	0.244924
100	2.0	0.555323	0.241751
110	2.0	0.556818	0.253173
120	2.0	0.560108	0.25698
130	2.0	0.560108	0.267132
140	2.0	0.564593	0.281091
150	2.0	0.56549	0.281091
160	2.0	0.568182	0.28934
170	2.0	0.569677	0.300127
180	2.0	0.571471	0.299492
190	2.0	0.575658	0.310279
200	2.0	0.577751	0.317893
210	2.0	0.578349	0.323604
220	2.0	0.58134	0.32868
230	2.0	0.580742	0.335025
240	2.0	0.58433	0.338198
250	2.0	0.58433	0.344543
260	2.0	0.583732	0.343274
270	2.0	0.588517	0.347716
280	2.0	0.589414	0.357234
290	2.0	0.589115	0.356599
300	2.0	0.591806	0.358503
310	2.0	0.593002	0.359137
320	2.0	0.592703	0.361041
330	2.0	0.594797	0.36231
340	2.0	0.595694	0.361675
350	2.0	0.5939	0.36802
360	2.0	0.593002	0.364213
370	2.0	0.595096	0.353426
380	2.0	0.593002	0.367386
390	2.0	0.5936	0.361041
400	2.0	0.595395	0.363579
410	2.0	0.594797	0.366117
420	2.0	0.59689	0.358503
430	2.0	0.59061	0.366751
440	2.0	0.590311	0.359137
450	2.0	0.585526	0.369924
460	2.0	0.582835	0.372462
470	2.0	0.579246	0.366751
480	2.0	0.576256	0.374365
490	2.0	0.569079	0.379442
500	2.0	0.564593	0.389594
510	2.0	0.560407	0.390863
520	2.0	0.552632	0.399112
530	2.0	0.548146	0.410533
540	2.0	0.541268	0.423223
550	2.0	0.532895	0.42703
560	2.0	0.530502	0.441624
570	2.0	0.525419	0.450508
580	2.0	0.521531	0.46764
590	2.0	0.519737	0.479061
600	2.0	0.516447	0.494289
610	2.0	0.511663	0.502538
620	2.0	0.511065	0.517766
630	2.0	0.507775	0.529188
640	2.0	0.508074	0.542513
650	2.0	0.503888	0.555838
660	2.0	0.507177	0.564086
670	2.0	0.501196	0.576777
680	2.0	0.502093	0.588198
690	2.0	0.504785	0.600254
700	2.0	0.504187	0.611041
710	2.0	0.505981	0.616751
720	2.0	0.505383	0.627538
730	2.0	0.508074	0.638959
740	2.0	0.508672	0.649746
750	2.0	0.507775	0.655457
760	2.0	0.508672	0.662437
770	2.0	0.508672	0.666244
780	2.0	0.512261	0.672589
790	2.0	0.511663	0.676396
800	2.0	0.513756	0.682107
810	2.0	0.516148	0.686548
820	2.0	0.514952	0.689086
830	2.0	0.515849	0.692893
840	2.0	0.513457	0.689086
850	2.0	0.516148	0.699239
860	2.0	0.517943	0.698604
870	2.0	0.51555	0.703046
880	2.0	0.516148	0.703046
890	2.0	0.515849	0.699239
900	2.0	0.513457	0.702411
910	2.0	0.514055	0.699873
920	2.0	0.511065	0.703046
930	2.0	0.512261	0.701142
940	2.0	0.508971	0.700508
950	2.0	0.505084	0.701777
960	2.0	0.505383	0.701777
970	2.0	0.504187	0.703046
980	2.0	0.503289	0.706218
990	2.0	0.49701	0.708122
1000	2.0	0.496711	0.708122
1010	2.0	0.479067	0.712563
1020	2.0	0.49073	0.713832
1030	2.0	0.488337	0.710025
1040	2.0	0.487739	0.717005
1050	2.0	0.485646	0.718274
1060	2.0	0.494916	0.719543
1080	2.0	0.479067	0.72335
1090	2.0	0.47488	0.729061
1100	2.0	0.473983	0.733503
1110	2.0	0.470993	0.735406
1120	2.0	0.470993	0.740482
1130	2.0	0.470395	0.742386
1140	2.0	0.470694	0.739848
1150	2.0	0.471591	0.74302
1160	2.0	0.463517	0.745558
1170	2.0	0.465311	0.736675
1180	2.0	0.467703	0.744289
1190	2.0	0.465012	0.74302
1200	2.0	0.461423	0.744289
1210	2.0	0.452452	0.748096
1220	2.0	0.441089	0.754442
1230	2.0	0.434211	0.753173
1240	2.0	0.436304	0.752538
1250	2.0	0.43451	0.756345
1260	2.0	0.433911	0.760152
1270	2.0	0.433313	0.754442
1280	2.0	0.428828	0.750635
1290	2.0	0.422847	0.758249
1300	2.0	0.420156	0.756345
1310	2.0	0.413876	0.758883
1320	2.0	0.413278	0.758249
1330	2.0	0.415072	0.763325
1340	2.0	0.413278	0.760787
1350	2.0	0.415072	0.762056
1360	2.0	0.413278	0.763959
1370	2.0	0.414474	0.765228
1380	2.0	0.413577	0.762056
1390	2.0	0.414773	0.76269
1400	2.0	0.412081	0.763325
1410	2.0	0.414474	0.76269
1420	2.0	0.414175	0.763959
1430	2.0	0.412679	0.766497
1440	2.0	0.411184	0.765228
1450	2.0	0.412081	0.762056
1460	2.0	0.413577	0.765863
1470	2.0	0.411483	0.764594
1480	2.0	0.416268	0.76269
1490	2.0	0.416567	0.763325
1500	2.0	0.41238	0.766497
1510	2.0	0.410885	0.765228
1520	2.0	0.414175	0.765863
1530	2.0	0.415072	0.763959
1540	2.0	0.412978	0.761421
1550	2.0	0.415072	0.755711
1560	2.0	0.418062	0.760787
1570	2.0	0.410885	0.76269
1580	2.0	0.415969	0.764594
1590	2.0	0.413577	0.761421
1600	2.0	0.413876	0.760787
1610	2.0	0.415969	0.763325
1620	2.0	0.41567	0.765228
1630	2.0	0.41567	0.760152
1640	2.0	0.415072	0.765228
1650	2.0	0.415969	0.763325
1660	2.0	0.41567	0.766497
1670	2.0	0.41567	0.760152
1680	2.0	0.414474	0.760152
1690	2.0	0.416567	0.763959
1700	2.0	0.413577	0.76269
1710	2.0	0.412679	0.761421
1720	2.0	0.41567	0.765863
1730	2.0	0.415371	0.760787
1740	2.0	0.412978	0.763325
1750	2.0	0.413577	0.760152
1760	2.0	0.41567	0.76269
1770	2.0	0.41238	0.758249
1780	2.0	0.415072	0.763959
1790	2.0	0.414175	0.759518
1800	2.0	0.414474	0.764594
1810	2.0	0.415072	0.76269
1820	2.0	0.416268	0.763959
1830	2.0	0.415371	0.763959
1840	2.0	0.415969	0.764594
1850	2.0	0.416866	0.764594
1860	2.0	0.413577	0.770305
1870	2.0	0.415969	0.765228
1880	2.0	0.418361	0.764594
1890	2.0	0.420754	0.767766
1900	2.0	0.421352	0.763959
1910	2.0	0.435706	0.759518
1920	2.0	0.433014	0.765228
1930	2.0	0.452452	0.757614
1940	2.0	0.462022	0.758249
1950	2.0	0.461124	0.76269
1960	2.0	0.47488	0.756345
1970	2.0	0.466208	0.758883
1980	2.0	0.473086	0.756345
1990	2.0	0.479366	0.754442
2000	2.0	0.483254	0.753807
2010	2.0	0.486543	0.746827
2020	2.0	0.48116	0.752538
2030	2.0	0.49073	0.74302
2040	2.0	0.480861	0.740482
2050	2.0	0.482656	0.734137
2060	2.0	0.482356	0.736675
2070	2.0	0.483254	0.729061
2080	2.0	0.482356	0.724619
2090	2.0	0.487739	0.717005
2100	2.0	0.482955	0.708756
2110	2.0	0.485347	0.699239
2120	2.0	0.482057	0.689086
2130	2.0	0.484749	0.681472
2140	2.0	0.479067	0.670685
2150	2.0	0.479665	0.660533
2160	2.0	0.492225	0.65736
2170	2.0	0.488636	0.649112
2180	2.0	0.489234	0.634518
2190	2.0	0.493421	0.628807
2200	2.0	0.490431	0.613579
2210	2.0	0.497309	0.600888
2220	2.0	0.497309	0.590736
2230	2.0	0.504187	0.576777
2240	2.0	0.50299	0.56599
2250	2.0	0.504187	0.552665
2260	2.0	0.509868	0.543782
2270	2.0	0.50927	0.516497
2280	2.0	0.51555	0.517766
2290	2.0	0.517045	0.51967
2300	2.0	0.516148	0.516497
2310	2.0	0.519438	0.505711
2320	2.0	0.526316	0.5
2330	2.0	0.527512	0.484137
2340	2.0	0.53738	0.472716
2350	2.0	0.540371	0.459391
2360	2.0	0.547847	0.451777
2370	2.0	0.558911	0.448604
2380	2.0	0.562799	0.441624
2390	2.0	0.566986	0.430838
2400	2.0	0.575957	0.430838
2410	2.0	0.579246	0.431472
2420	2.0	0.585526	0.409898
2430	2.0	0.592404	0.399112
2440	2.0	0.597488	0.39467
2450	2.0	0.598684	0.411802
2460	2.0	0.602572	0.413071
2470	2.0	0.604067	0.407995
2480	2.0	0.602273	0.399112
2490	2.0	0.603768	0.410533
